subject_id,priority1,priority2,priority3,priority4,priority5,no_priority,minx,miny,maxx,maxy
8271,0.0000,0.0000,0.0000,0.0000,0.0001,0.9999,-5993274.5129,-3545302.2454,-5990217.0318,-3543009.1346
8362,0.0000,0.0000,0.0000,0.0000,0.0001,0.9999,-5977987.1073,-3561354.0214,-5974929.6262,-3559060.9105
6090,0.0001,0.0003,0.0004,0.0002,0.0046,0.9944,-7252956.7389,-3066042.0781,-7249899.2578,-3063748.9673
6228,0.0006,0.0013,0.0045,0.0043,0.2060,0.7834,-7271301.6257,-3098145.6300,-7268244.1446,-3095852.5192
7289,0.0001,0.0002,0.0027,0.0028,0.9671,0.0271,-5742561.0602,-3201335.6182,-5739503.5791,-3199042.5073
7297,0.0001,0.0003,0.0004,0.0002,0.0046,0.9944,-5742561.0602,-3203628.7290,-5739503.5791,-3201335.6182
7878,0.0001,0.0003,0.0004,0.0002,0.0046,0.9944,-5815940.6073,-3311404.9389,-5812883.1262,-3309111.8281
8241,0.0001,0.0001,0.0029,0.0014,0.9729,0.0226,-6008561.9186,-3540716.0237,-6005504.4375,-3538422.9129
8256,0.0000,0.0000,0.0000,0.0000,0.0004,0.9995,-5999389.4752,-3543009.1346,-5996331.9941,-3540716.0237
8211,0.0001,0.0002,0.0027,0.0028,0.9671,0.0271,-5996331.9941,-3533836.6912,-5993274.5129,-3531543.5803
6061,0.0001,0.0003,0.0004,0.0002,0.0023,0.9966,-7262129.1823,-3059162.7456,-7259071.7012,-3056869.6348
6605,0.0001,0.0003,0.0004,0.0002,0.0046,0.9944,-5730331.1357,-3153180.2904,-5727273.6546,-3150887.1795
6176,0.0001,0.0003,0.0004,0.0002,0.0046,0.9944,-7277416.5880,-3088973.1866,-7274359.1068,-3086680.0758
6592,0.0001,0.0003,0.0004,0.0002,0.0046,0.9944,-5693641.3621,-3150887.1795,-5690583.8810,-3148594.0687
7367,0.0004,0.0010,0.0064,0.0470,0.9423,0.0030,-5760905.9470,-3217387.3941,-5757848.4659,-3215094.2833
7709,0.0010,0.0022,0.0052,0.0029,0.0243,0.9643,-5794538.2394,-3290766.9413,-5791480.7583,-3288473.8304
7823,0.0006,0.0015,0.0343,0.0804,0.8776,0.0056,-5803710.6828,-3304525.6064,-5800653.2017,-3302232.4955
8091,0.0001,0.0003,0.0004,0.0002,0.0023,0.9966,-5840400.4564,-3348094.7125,-5837342.9753,-3345801.6016
5873,0.0007,0.0014,0.0104,0.0133,0.2418,0.7323,-7234611.8521,-3020179.8612,-7231554.3710,-3017886.7503
8291,0.0468,0.8800,0.0580,0.0126,0.0015,0.0010,-5999389.4752,-3549888.4671,-5996331.9941,-3547595.3563
6330,0.0001,0.0003,0.0004,0.0002,0.0023,0.9966,-7292703.9936,-3121076.7385,-7289646.5125,-3118783.6277
7429,0.0040,0.0144,0.1398,0.4201,0.3902,0.0314,-5770078.3904,-3228852.9484,-5767020.9093,-3226559.8375
7442,0.0013,0.0021,0.0204,0.0125,0.7462,0.2175,-5776193.3526,-3231146.0592,-5773135.8715,-3228852.9484
8329,0.0001,0.0003,0.0004,0.0002,0.0023,0.9966,-5993274.5129,-3556767.7997,-5990217.0318,-3554474.6888
6355,0.0010,0.0022,0.0052,0.0029,0.0243,0.9643,-7274359.1068,-3125662.9602,-7271301.6257,-3123369.8493
7278,0.0040,0.0144,0.1398,0.4201,0.3902,0.0314,-5751733.5036,-3199042.5073,-5748676.0225,-3196749.3965
7284,0.0010,0.0022,0.0052,0.0029,0.0243,0.9643,-5757848.4659,-3201335.6182,-5754790.9847,-3199042.5073
7350,0.0040,0.0144,0.1398,0.4201,0.3902,0.0314,-5767020.9093,-3215094.2833,-5763963.4281,-3212801.1724
7743,0.0010,0.0022,0.0052,0.0029,0.0243,0.9643,-5806768.1640,-3295353.1630,-5803710.6828,-3293060.0521
7970,0.0013,0.0021,0.0204,0.0125,0.7462,0.2175,-5818998.0885,-3325163.6040,-5815940.6073,-3322870.4931
8070,0.0013,0.0021,0.0204,0.0125,0.7462,0.2175,-5840400.4564,-3343508.4908,-5837342.9753,-3341215.3799
5757,0.0010,0.0022,0.0052,0.0029,0.0243,0.9643,-7170404.7484,-2978903.8659,-7167347.2672,-2976610.7551
6198,0.0010,0.0022,0.0052,0.0029,0.0243,0.9643,-7283531.5502,-3093559.4083,-7280474.0691,-3091266.2975
6205,0.0040,0.0144,0.1398,0.4201,0.3902,0.0314,-7252956.7389,-3093559.4083,-7249899.2578,-3091266.2975
7157,0.0013,0.0021,0.0204,0.0125,0.7462,0.2175,-5715043.7300,-3173818.2880,-5711986.2489,-3171525.1772
7361,0.0010,0.0022,0.0052,0.0029,0.0243,0.9643,-5794538.2394,-3217387.3941,-5791480.7583,-3215094.2833
7834,0.0040,0.0144,0.1398,0.4201,0.3902,0.0314,-5831228.0130,-3306818.7172,-5828170.5319,-3304525.6064
7959,0.0013,0.0021,0.0204,0.0125,0.7462,0.2175,-5858745.3432,-3325163.6040,-5855687.8621,-3322870.4931
7973,0.0040,0.0144,0.1398,0.4201,0.3902,0.0314,-5867917.7866,-3327456.7148,-5864860.3054,-3325163.6040
8054,0.0010,0.0022,0.0052,0.0029,0.0243,0.9643,-5855687.8621,-3341215.3799,-5852630.3809,-3338922.2691
6441,0.0013,0.0021,0.0204,0.0125,0.7462,0.2175,-5681411.4376,-3134835.4036,-5678353.9565,-3132542.2927
6704,0.0010,0.0022,0.0052,0.0029,0.0243,0.9643,-5718101.2112,-3164645.8446,-5715043.7300,-3162352.7338
7374,0.0040,0.0144,0.1398,0.4201,0.3902,0.0314,-5739503.5791,-3217387.3941,-5736446.0979,-3215094.2833
7775,0.0013,0.0021,0.0204,0.0125,0.7462,0.2175,-5831228.0130,-3299939.3847,-5828170.5319,-3297646.2738
7849,0.0013,0.0021,0.0204,0.0125,0.7462,0.2175,-5864860.3054,-3309111.8281,-5861802.8243,-3306818.7172
6037,0.0023,0.0060,0.0230,0.0188,0.1280,0.8219,-7237669.3333,-3052283.4131,-7234611.8521,-3049990.3022
8440,0.0000,0.0000,0.0000,0.0000,0.0001,0.9999,9213217.7702,3333055.7272,9216471.1212,3336318.6328
8425,0.0012,0.0027,0.0062,0.0062,0.0081,0.9756,9203429.0533,3339581.5385,9206691.9589,3342844.4441
8434,0.0000,0.0000,0.0000,0.0000,0.0002,0.9997,9213217.7702,3336318.6328,9216471.1212,3339581.5385
8424,0.0012,0.0027,0.0062,0.0062,0.0081,0.9756,9200166.1476,3339581.5385,9203429.0533,3342844.4441
8428,0.0012,0.0027,0.0062,0.0062,0.0081,0.9756,9213217.7702,3339581.5385,9216471.1212,3342844.4441
8468,0.0012,0.0027,0.0062,0.0062,0.0081,0.9756,9376277.0608,3336318.6328,9379539.9664,3339581.5385
8432,0.0012,0.0027,0.0062,0.0062,0.0081,0.9756,9206691.9589,3336318.6328,9209954.8646,3339581.5385
8436,0.0012,0.0027,0.0062,0.0062,0.0081,0.9756,9200166.1476,3333055.7272,9203429.0533,3336318.6328
8437,0.0012,0.0027,0.0062,0.0062,0.0081,0.9756,9203429.0533,3333055.7272,9206691.9589,3336318.6328
8429,0.0012,0.0027,0.0062,0.0062,0.0081,0.9756,9196903.2420,3336318.6328,9200166.1476,3339581.5385
8430,0.0012,0.0027,0.0062,0.0062,0.0081,0.9756,9200166.1476,3336318.6328,9203429.0533,3339581.5385
8431,0.0012,0.0027,0.0062,0.0062,0.0081,0.9756,9203429.0533,3336318.6328,9206691.9589,3339581.5385
8433,0.0000,0.0000,0.0000,0.0001,0.0001,0.9998,9209954.8646,3336318.6328,9213217.7702,3339581.5385
8442,0.0000,0.0000,0.0000,0.0000,0.0004,0.9995,9389328.6834,3313487.8479,9392582.0344,3316750.7536
8678,0.0006,0.0023,0.0136,0.0075,0.1346,0.8414,8906647.9591,3378717.2969,8909910.8647,3381980.2026
8720,0.0000,0.0001,0.0002,0.0003,0.0005,0.9989,8919699.5816,3391759.3649,8922952.9327,3395022.2705
8969,0.0003,0.0008,0.0018,0.0024,0.0142,0.9807,8932741.6496,3411327.2441,8936004.5552,3414590.1498
9411,0.0003,0.0008,0.0018,0.0024,0.0142,0.9807,8962088.6911,3473293.7875,8965351.5968,3476556.6931
8547,0.0002,0.0006,0.0009,0.0008,0.0118,0.9858,8900131.7024,3381980.2026,8903385.0534,3385243.1082
8691,0.0033,0.0171,0.9740,0.0034,0.0023,0.0000,8919699.5816,3372191.4857,8922952.9327,3375454.3913
8754,0.0004,0.0014,0.0659,0.0111,0.8740,0.0472,8903385.0534,3440683.8403,8906647.9591,3443946.7459
8878,0.0002,0.0006,0.0010,0.0008,0.0142,0.9833,8922952.9327,3349360.7008,8926215.8383,3352623.6064
9361,0.0001,0.0007,0.0007,0.0003,0.0072,0.9909,8975140.3137,3424378.8667,8978403.2194,3427632.2177
9717,0.0000,0.0000,0.0000,0.0000,0.0012,0.9987,8994708.1930,3424378.8667,8997971.0986,3427632.2177
10536,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,9089284.6835,3385243.1082,9092547.5892,3388496.4592
8913,0.0003,0.0159,0.9832,0.0006,0.0000,0.0000,8926215.8383,3365675.2290,8929478.7440,3368928.5800
9020,0.0000,0.0001,0.0002,0.0002,0.0036,0.9960,8922952.9327,3456988.8139,8926215.8383,3460251.7195
9130,0.0000,0.0000,0.0000,0.0000,0.0008,0.9991,8949046.6232,3447200.0970,8952309.5288,3450463.0026
9394,0.0000,0.0000,0.0000,0.0000,0.0002,0.9998,8965351.5968,3443946.7459,8968614.5024,3447200.0970
9505,0.0000,0.0000,0.0000,0.0000,0.0001,0.9999,8975140.3137,3502650.3837,8978403.2194,3505903.7347
10457,0.0000,0.0000,0.0000,0.0000,0.0015,0.9985,9056674.7363,3453725.9082,9059928.0873,3456988.8139
8667,0.0000,0.0003,0.0020,0.0505,0.9449,0.0023,8916436.6760,3349360.7008,8919699.5816,3352623.6064
8734,0.0000,0.0000,0.0002,0.0004,0.0449,0.9544,8903385.0534,3417853.0554,8906647.9591,3421115.9611
8936,0.0000,0.0000,0.0000,0.0000,0.0001,0.9999,8929478.7440,3391759.3649,8932741.6496,3395022.2705
9110,0.0000,0.0000,0.0000,0.0000,0.0001,0.9998,8949046.6232,3460251.7195,8952309.5288,3463514.6252
9120,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,8949046.6232,3453725.9082,8952309.5288,3456988.8139
9389,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,8968614.5024,3447200.0970,8971877.4081,3450463.0026
9752,0.0000,0.0001,0.0002,0.0003,0.0132,0.9862,8991445.2873,3443946.7459,8994708.1930,3447200.0970
10010,0.0000,0.0000,0.0000,0.0000,0.0004,0.9995,9004487.3553,3401548.0818,9007750.2609,3404810.9875
8823,0.0000,0.0001,0.0001,0.0002,0.0030,0.9966,8916436.6760,3479819.5988,8919699.5816,3483082.5044
8879,0.0000,0.0000,0.0000,0.0000,0.0001,0.9999,8926215.8383,3349360.7008,8929478.7440,3352623.6064
9148,0.0000,0.0000,0.0000,0.0000,0.0006,0.9993,8955572.4345,3476556.6931,8958835.3401,3479819.5988
9846,0.0014,0.0036,0.0120,0.0113,0.0714,0.9002,8984919.4760,3509166.6403,8988182.3817,3512429.5460
10344,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,9033843.9514,3460251.7195,9037106.8571,3463514.6252
9457,0.0000,0.0001,0.0003,0.0003,0.0084,0.9908,8975140.3137,3489598.7611,8978403.2194,3492861.6667
10059,0.0000,0.0000,0.0000,0.0000,0.0008,0.9992,9007750.2609,3414590.1498,9011013.1666,3417853.0554
10159,0.0000,0.0000,0.0000,0.0000,0.0001,0.9998,9001224.4496,3476556.6931,9004487.3553,3479819.5988
8960,0.0000,0.0000,0.0000,0.0000,0.0003,0.9997,8922952.9327,3414590.1498,8926215.8383,3417853.0554
9316,0.0000,0.0000,0.0000,0.0000,0.0001,0.9999,8968614.5024,3411327.2441,8971877.4081,3414590.1498
9379,0.0000,0.0000,0.0001,0.0002,0.0050,0.9946,8975140.3137,3453725.9082,8978403.2194,3456988.8139
9423,0.0000,0.0000,0.0000,0.0001,0.0033,0.9965,8962088.6911,3466767.9762,8965351.5968,3470030.8818
10142,0.0000,0.0000,0.0000,0.0000,0.0002,0.9998,9004487.3553,3447200.0970,9007750.2609,3450463.0026
8968,0.0000,0.0000,0.0000,0.0000,0.0002,0.9997,8929478.7440,3411327.2441,8932741.6496,3414590.1498
9004,0.0000,0.0000,0.0000,0.0000,0.0007,0.9992,8939267.4609,3430895.1234,8942520.8119,3434158.0290
9066,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,8939267.4609,3505903.7347,8942520.8119,3509166.6403
10045,0.0000,0.0000,0.0000,0.0000,0.0007,0.9992,9001224.4496,3421115.9611,9004487.3553,3424378.8667
10065,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,9007750.2609,3411327.2441,9011013.1666,3414590.1498
10533,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,9095810.4948,3388496.4592,9099063.8458,3391759.3649
8536,0.0000,0.0000,0.0000,0.0001,0.0033,0.9965,8874038.0119,3430895.1234,8877300.9175,3434158.0290
8715,0.0000,0.0000,0.0000,0.0001,0.0033,0.9965,8919699.5816,3395022.2705,8922952.9327,3398285.1762
8912,0.0004,0.0009,0.0198,0.0081,0.9680,0.0030,8922952.9327,3365675.2290,8926215.8383,3368928.5800
9021,0.0002,0.0006,0.0015,0.0018,0.0312,0.9648,8926215.8383,3456988.8139,8929478.7440,3460251.7195
9358,0.0000,0.0000,0.0000,0.0000,0.0002,0.9997,8965351.5968,3424378.8667,8968614.5024,3427632.2177
8848,0.0008,0.0108,0.9758,0.0113,0.0012,0.0000,8922952.9327,3339581.5385,8926215.8383,3342844.4441
8983,0.0000,0.0001,0.0003,0.0004,0.0070,0.9922,8939267.4609,3404810.9875,8942520.8119,3408064.3385
9046,0.0000,0.0000,0.0000,0.0001,0.0033,0.9965,8926215.8383,3473293.7875,8929478.7440,3476556.6931
9425,0.0000,0.0000,0.0001,0.0001,0.0027,0.9971,8968614.5024,3466767.9762,8971877.4081,3470030.8818
9684,0.0000,0.0000,0.0001,0.0001,0.0027,0.9971,8984919.4760,3440683.8403,8988182.3817,3443946.7459
10071,0.0000,0.0001,0.0003,0.0008,0.0070,0.9918,9007750.2609,3408064.3385,9011013.1666,3411327.2441
10559,0.0000,0.0000,0.0000,0.0000,0.0002,0.9998,9086021.7779,3411327.2441,9089284.6835,3414590.1498
8645,0.0005,0.0011,0.0058,0.0099,0.3083,0.6745,8913173.7704,3336318.6328,8916436.6760,3339581.5385
8790,0.0000,0.0001,0.0003,0.0004,0.0070,0.9922,8913173.7704,3460251.7195,8916436.6760,3463514.6252
8830,0.0000,0.0000,0.0000,0.0000,0.0002,0.9997,8916436.6760,3473293.7875,8919699.5816,3476556.6931
9264,0.0001,0.0003,0.0020,0.0060,0.8118,0.1798,8978403.2194,3375454.3913,8981656.5704,3378717.2969
10386,0.0002,0.0006,0.0014,0.0008,0.0095,0.9874,9020792.3289,3473293.7875,9024055.2345,3476556.6931
9574,0.0000,0.0001,0.0003,0.0004,0.0070,0.9922,8994708.1930,3346107.3498,8997971.0986,3349360.7008
9709,0.0000,0.0000,0.0001,0.0001,0.0027,0.9971,8988182.3817,3427632.2177,8991445.2873,3430895.1234
9805,0.0000,0.0001,0.0003,0.0004,0.0070,0.9922,8988182.3817,3492861.6667,8991445.2873,3496124.5724
8857,0.0042,0.0191,0.2637,0.0647,0.5184,0.1298,8929478.7440,3362412.3233,8932741.6496,3365675.2290
9175,0.0005,0.0021,0.0117,0.0068,0.1007,0.8781,8945783.7175,3499387.4780,8949046.6232,3502650.3837
9315,0.0000,0.0000,0.0000,0.0000,0.0002,0.9997,8965351.5968,3411327.2441,8968614.5024,3414590.1498
9669,0.0000,0.0001,0.0003,0.0004,0.0070,0.9922,8994708.1930,3411327.2441,8997971.0986,3414590.1498
9678,0.0000,0.0001,0.0003,0.0004,0.0070,0.9922,8984919.4760,3404810.9875,8988182.3817,3408064.3385
8781,0.0011,0.0030,0.0093,0.0093,0.0626,0.9146,8919699.5816,3427632.2177,8922952.9327,3430895.1234
9002,0.0022,0.0044,0.0263,0.0371,0.4577,0.4723,8932741.6496,3430895.1234,8936004.5552,3434158.0290
9122,0.0002,0.0006,0.0015,0.0018,0.0312,0.9648,8955572.4345,3453725.9082,8958835.3401,3456988.8139
10106,0.0002,0.0005,0.0009,0.0012,0.0021,0.9951,9004487.3553,3427632.2177,9007750.2609,3430895.1234
8659,0.0016,0.0042,0.0161,0.0131,0.0908,0.8742,8909910.8647,3359149.4177,8913173.7704,3362412.3233
10319,0.0016,0.0042,0.0161,0.0131,0.0908,0.8742,9014276.0722,3548302.3988,9017538.9778,3551565.3044
9452,0.0002,0.0006,0.0017,0.0018,0.0274,0.9683,8978403.2194,3492861.6667,8981656.5704,3496124.5724
10358,0.0000,0.0000,0.0000,0.0000,0.0002,0.9997,9027318.1401,3450463.0026,9030581.0458,3453725.9082
9994,0.0002,0.0006,0.0017,0.0018,0.0274,0.9683,9014276.0722,3381980.2026,9017538.9778,3385243.1082
9253,0.0000,0.0001,0.0002,0.0002,0.0009,0.9986,8971877.4081,3381980.2026,8975140.3137,3385243.1082
8632,0.0010,0.0026,0.0091,0.0087,0.1118,0.8668,8896868.7968,3447200.0970,8900131.7024,3450463.0026
8582,0.0002,0.0006,0.0017,0.0018,0.0274,0.9683,8883817.1742,3411327.2441,8887080.0798,3414590.1498
8699,0.0286,0.0466,0.7991,0.0297,0.0890,0.0070,8906647.9591,3365675.2290,8909910.8647,3368928.5800
10052,0.0002,0.0006,0.0015,0.0019,0.0275,0.9684,9004487.3553,3417853.0554,9007750.2609,3421115.9611
10163,0.0010,0.0026,0.0091,0.0087,0.1118,0.8668,9014276.0722,3476556.6931,9017538.9778,3479819.5988
8454,0.0002,0.0004,0.0006,0.0008,0.0003,0.9978,9389328.6834,3306971.5913,9392582.0344,3310224.9423
8479,0.0002,0.0005,0.0010,0.0012,0.0039,0.9933,9373014.1551,3329792.8215,9376277.0608,3333055.7272
8423,0.0012,0.0027,0.0062,0.0062,0.0081,0.9756,9196903.2420,3339581.5385,9200166.1476,3342844.4441
8427,0.0012,0.0027,0.0062,0.0062,0.0081,0.9756,9209954.8646,3339581.5385,9213217.7702,3342844.4441
8435,0.0012,0.0027,0.0062,0.0062,0.0081,0.9756,9196903.2420,3333055.7272,9200166.1476,3336318.6328
8438,0.0012,0.0027,0.0062,0.0062,0.0081,0.9756,9206691.9589,3333055.7272,9209954.8646,3336318.6328
8716,0.0003,0.0010,0.0032,0.0032,0.0547,0.9375,8903385.0534,3391759.3649,8906647.9591,3395022.2705
9770,0.0011,0.0030,0.0105,0.0093,0.0553,0.9207,8991445.2873,3473293.7875,8994708.1930,3476556.6931
9152,0.0000,0.0001,0.0001,0.0002,0.0009,0.9986,8949046.6232,3473293.7875,8952309.5288,3476556.6931
8859,0.0002,0.0005,0.0011,0.0012,0.0018,0.9952,8936004.5552,3362412.3233,8939267.4609,3365675.2290
9726,0.0010,0.0026,0.0091,0.0087,0.1118,0.8668,8984919.4760,3456988.8139,8988182.3817,3460251.7195
8448,0.0012,0.0027,0.0062,0.0062,0.0081,0.9756,9389328.6834,3310224.9423,9392582.0344,3313487.8479
8474,0.0012,0.0027,0.0062,0.0062,0.0081,0.9756,9376277.0608,3333055.7272,9379539.9664,3336318.6328
9422,0.0002,0.0006,0.0017,0.0020,0.0130,0.9826,8978403.2194,3470030.8818,8981656.5704,3473293.7875
9653,0.0011,0.0030,0.0105,0.0093,0.0553,0.9207,8981656.5704,3417853.0554,8984919.4760,3421115.9611
10488,0.0005,0.0012,0.0073,0.0115,0.5112,0.4684,9050148.9250,3473293.7875,9053411.8307,3476556.6931
9731,0.0000,0.0001,0.0002,0.0002,0.0005,0.9990,8981656.5704,3453725.9082,8984919.4760,3456988.8139
9818,0.0011,0.0030,0.0105,0.0093,0.0553,0.9207,8991445.2873,3486335.8554,8994708.1930,3489598.7611
8532,0.0007,0.0017,0.0106,0.0154,0.5449,0.4267,8874038.0119,3434158.0290,8877300.9175,3437420.9347
10097,0.0052,0.0193,0.1019,0.2050,0.4735,0.1950,9014276.0722,3434158.0290,9017538.9778,3437420.9347
8668,0.0000,0.0000,0.0000,0.0000,0.0017,0.9982,8919699.5816,3349360.7008,8922952.9327,3352623.6064
8690,0.0022,0.0053,0.0417,0.0444,0.5118,0.3947,8909910.8647,3372191.4857,8913173.7704,3375454.3913
8887,0.0002,0.0006,0.0017,0.0019,0.0310,0.9648,8932741.6496,3381980.2026,8936004.5552,3385243.1082
10093,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,9001224.4496,3434158.0290,9004487.3553,3437420.9347
10465,0.0001,0.0003,0.0013,0.0030,0.4032,0.5920,9043623.1137,3447200.0970,9046886.0194,3450463.0026
10546,0.0000,0.0001,0.0003,0.0004,0.0149,0.9844,9082758.8722,3417853.0554,9086021.7779,3421115.9611
9758,0.0012,0.0027,0.0062,0.0062,0.0081,0.9756,8991445.2873,3479819.5988,8994708.1930,3483082.5044
9930,0.0008,0.0039,0.0558,0.0218,0.9165,0.0011,9014276.0722,3303708.6856,9017538.9778,3306971.5913
8805,0.0000,0.0001,0.0002,0.0002,0.0010,0.9984,8903385.0534,3450463.0026,8906647.9591,3453725.9082
8996,0.0010,0.0026,0.0091,0.0087,0.1118,0.8668,8929478.7440,3434158.0290,8932741.6496,3437420.9347
9092,0.0010,0.0026,0.0091,0.0087,0.1118,0.8668,8958835.3401,3440683.8403,8962088.6911,3443946.7459
9650,0.0002,0.0005,0.0010,0.0012,0.0039,0.9933,8991445.2873,3421115.9611,8994708.1930,3424378.8667
9973,0.0046,0.0094,0.0851,0.0767,0.6915,0.1327,9007750.2609,3329792.8215,9011013.1666,3333055.7272
8583,0.0010,0.0026,0.0091,0.0087,0.1118,0.8668,8887080.0798,3411327.2441,8890342.9855,3414590.1498
9039,0.0010,0.0026,0.0091,0.0087,0.1118,0.8668,8936004.5552,3443946.7459,8939267.4609,3447200.0970
9064,0.0010,0.0026,0.0091,0.0087,0.1118,0.8668,8939267.4609,3509166.6403,8942520.8119,3512429.5460
9241,0.0002,0.0005,0.0010,0.0012,0.0039,0.9933,8975140.3137,3362412.3233,8978403.2194,3365675.2290
9401,0.0000,0.0001,0.0001,0.0002,0.0009,0.9986,8968614.5024,3479819.5988,8971877.4081,3483082.5044
8545,0.0010,0.0026,0.0091,0.0087,0.1118,0.8668,8880563.8232,3424378.8667,8883817.1742,3427632.2177
8827,0.0010,0.0026,0.0091,0.0087,0.1118,0.8668,8919699.5816,3476556.6931,8922952.9327,3479819.5988
8842,0.0000,0.0001,0.0003,0.0004,0.0079,0.9913,8913173.7704,3463514.6252,8916436.6760,3466767.9762
9416,0.0000,0.0000,0.0000,0.0001,0.0018,0.9981,8978403.2194,3473293.7875,8981656.5704,3476556.6931
9985,0.0000,0.0001,0.0003,0.0004,0.0070,0.9922,9001224.4496,3349360.7008,9004487.3553,3352623.6064
10564,0.0000,0.0000,0.0000,0.0000,0.0004,0.9996,9082758.8722,3408064.3385,9086021.7779,3411327.2441
9399,0.0065,0.0068,0.0110,0.0006,0.0007,0.9744,8962088.6911,3479819.5988,8965351.5968,3483082.5044
9896,0.0002,0.0007,0.0024,0.0020,0.0158,0.9790,8991445.2873,3522218.2629,8994708.1930,3525471.6139
9915,0.0012,0.0031,0.0118,0.0095,0.0607,0.9137,8981656.5704,3545039.4932,8984919.4760,3548302.3988
9948,0.0003,0.0003,0.0020,0.0023,0.2261,0.7691,9007750.2609,3313487.8479,9011013.1666,3316750.7536
10231,0.0000,0.0001,0.0008,0.0011,0.0185,0.9795,9001224.4496,3515692.4516,9004487.3553,3518955.3573
10490,0.0000,0.0000,0.0000,0.0001,0.0017,0.9982,9043623.1137,3470030.8818,9046886.0194,3473293.7875
10083,0.0000,0.0000,0.0000,0.0000,0.0016,0.9983,9007750.2609,3440683.8403,9011013.1666,3443946.7459
10156,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,9011013.1666,3479819.5988,9014276.0722,3483082.5044
10179,0.0000,0.0000,0.0000,0.0000,0.0001,0.9999,9007750.2609,3466767.9762,9011013.1666,3470030.8818
10519,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,9086021.7779,3395022.2705,9089284.6835,3398285.1762
8646,0.0006,0.0010,0.0130,0.0236,0.9008,0.0611,8916436.6760,3336318.6328,8919699.5816,3339581.5385
8791,0.0002,0.0007,0.0027,0.0023,0.0236,0.9704,8916436.6760,3460251.7195,8919699.5816,3463514.6252
9997,0.0002,0.0006,0.0021,0.0020,0.0177,0.9773,9004487.3553,3378717.2969,9007750.2609,3381980.2026
8573,0.0007,0.0017,0.0121,0.0149,0.2756,0.6949,8893605.8911,3417853.0554,8896868.7968,3421115.9611
10252,0.0012,0.0031,0.0121,0.0098,0.0661,0.9077,9011013.1666,3505903.7347,9014276.0722,3509166.6403
8965,0.0000,0.0001,0.0003,0.0003,0.0007,0.9986,8939267.4609,3414590.1498,8942520.8119,3417853.0554
10208,0.0002,0.0006,0.0012,0.0013,0.0022,0.9945,9004487.3553,3489598.7611,9007750.2609,3492861.6667
10334,0.0012,0.0031,0.0121,0.0098,0.0661,0.9077,9017538.9778,3567870.2780,9020792.3289,3571133.1837
10335,0.0012,0.0031,0.0121,0.0098,0.0661,0.9077,9007750.2609,3564607.3724,9011013.1666,3567870.2780
10486,0.0002,0.0011,0.0053,0.0117,0.0994,0.8823,9043623.1137,3473293.7875,9046886.0194,3476556.6931
8526,0.0002,0.0006,0.0012,0.0013,0.0022,0.9945,8880563.8232,3417853.0554,8883817.1742,3421115.9611
8538,0.0012,0.0031,0.0121,0.0098,0.0661,0.9077,8880563.8232,3430895.1234,8883817.1742,3434158.0290
8541,0.0027,0.0055,0.0397,0.0472,0.6608,0.2440,8877300.9175,3427632.2177,8880563.8232,3430895.1234
8903,0.0018,0.0022,0.0117,0.0028,0.0673,0.9143,8932741.6496,3372191.4857,8936004.5552,3375454.3913
8683,0.0015,0.0040,0.0604,0.0355,0.8293,0.0693,8903385.0534,3375454.3913,8906647.9591,3378717.2969
8594,0.0006,0.0010,0.0097,0.0247,0.9118,0.0522,8893605.8911,3440683.8403,8896868.7968,3443946.7459
8743,0.0008,0.0019,0.0096,0.0167,0.3276,0.6435,8903385.0534,3411327.2441,8906647.9591,3414590.1498
8931,0.0002,0.0006,0.0016,0.0020,0.0147,0.9808,8926215.8383,3395022.2705,8929478.7440,3398285.1762
9072,0.0011,0.0030,0.0103,0.0095,0.0622,0.9139,8942520.8119,3355886.5121,8945783.7175,3359149.4177
9335,0.0011,0.0030,0.0103,0.0095,0.0622,0.9139,8968614.5024,3437420.9347,8971877.4081,3440683.8403
9491,0.0002,0.0006,0.0016,0.0020,0.0147,0.9808,8968614.5024,3509166.6403,8971877.4081,3512429.5460
9628,0.0002,0.0006,0.0016,0.0020,0.0147,0.9808,8997971.0986,3395022.2705,9001224.4496,3398285.1762
9801,0.0011,0.0030,0.0103,0.0095,0.0622,0.9139,8994708.1930,3496124.5724,8997971.0986,3499387.4780
10176,0.0002,0.0006,0.0018,0.0020,0.0166,0.9788,9017538.9778,3470030.8818,9020792.3289,3473293.7875
8589,0.0002,0.0006,0.0016,0.0020,0.0147,0.9808,8900131.7024,3408064.3385,8903385.0534,3411327.2441
8774,0.0002,0.0006,0.0016,0.0020,0.0147,0.9808,8916436.6760,3430895.1234,8919699.5816,3434158.0290
8937,0.0021,0.0041,0.0285,0.0367,0.6484,0.2802,8932741.6496,3391759.3649,8936004.5552,3395022.2705
